filename,width,height,class,xmin,xmax,ymin,ymax
201807011232_066,50,25,Boat,996,1046,339,364
201807011232_024,30,10,Boat,156,186,274,284
201807011232_064,33,20,Boat,844,877,285,305
201807011232_065,64,54,Boat,1016,1080,305,359
201807011232_065,49,45,Boat,961,1010,298,343
201807011232_066,65,51,Motorboat,969,1034,284,335
201807011232_031,47,18,Miscboat,382,429,264,282
201807011232_046,142,190,Militaryship,179,321,122,312
201807011232_043,92,74,Militaryship,1,93,247,321
201807011232_032,91,48,Militaryship,1188,1279,240,288
201807011232_045,162,204,Militaryship,28,190,126,330
201807011232_056,77,47,Miscboat,283,360,256,303
201807011232_071,173,89,Miscboat,926,1099,249,338
201807011232_070,33,86,Passengership,865,898,225,311
201807011232_032,58,27,Miscboat,71,129,271,298
201807011232_041,49,46,Cargoship,242,291,245,291
201807011232_063,26,16,Miscellaneous,676,702,294,310
201807011232_004,7,18,Seamark,1168,1175,250,268
201807011232_006,4,9,Seamark,957,961,257,266
201807011232_012,5,11,Seamark,1020,1025,253,264
201807011232_015,5,13,Seamark,313,318,260,273
201807011232_027,44,200,Seamark,1237,1281,251,451
201807011232_029,15,29,Seamark,904,919,271,300
201807011232_030,23,62,Seamark,1024,1047,274,336
201807011232_033,6,39,Seamark,1149,1155,275,314
201807011303_000,75,50,Miscboat,265,340,247,297
201807011303_001,105,92,Miscboat,-2,103,230,322
201807011303_000,48,29,Miscboat,349,397,259,288
201807011303_001,87,48,Miscboat,126,213,263,311
201807011303_003,166,91,Passengership,947,1113,208,299
201807011303_004,221,112,Passengership,886,1107,195,307
201807011303_005,266,129,Passengership,1011,1277,203,332
201807011303_003,91,38,Passengership,796,887,245,283
201807011303_004,106,48,Passengership,697,803,238,286
201807011303_005,145,61,Passengership,745,890,230,291
201807011303_006,197,114,Passengership,915,1112,200,314
201807011303_005,31,23,Miscboat,180,211,254,277
201807011303_006,39,29,Miscboat,209,248,254,283
201807011303_007,54,48,Miscboat,76,130,258,306
201807011303_005,48,17,Ferry,338,386,245,262
201807011303_006,81,22,Ferry,381,462,249,271
201807011303_007,70,19,Ferry,393,463,251,270
201807011303_008,71,19,Ferry,381,452,253,272
201807011303_009,104,25,Ferry,463,567,253,278
201807011303_010,130,32,Ferry,282,412,257,289
201807011303_011,195,48,Ferry,6,201,277,325
201807011303_003,38,26,Passengership,656,694,243,269
201807011303_004,37,30,Passengership,535,572,243,273
201807011303_005,50,35,Passengership,562,612,237,272
201807011303_006,44,48,Passengership,673,717,231,279
201807011303_007,73,76,Passengership,815,888,221,297
201807011303_008,147,153,Passengership,1125,1272,205,358
201807011303_007,38,31,Miscboat,244,282,251,282
201807011303_008,92,34,Miscboat,71,163,265,299
201807011303_005,35,17,Miscboat,476,511,248,265
201807011303_006,38,19,Miscboat,580,618,248,267
201807011303_007,41,34,Miscboat,682,723,240,274
201807011303_008,63,44,Miscboat,813,876,243,287
201807011303_009,104,62,Miscboat,1031,1135,246,308
201807011303_005,21,23,Miscboat,216,237,244,267
201807011303_006,27,29,Miscboat,279,306,241,270
201807011303_007,43,34,Miscboat,284,327,240,274
201807011303_008,87,29,Miscboat,190,277,257,286
201807011303_009,147,68,Miscboat,98,245,251,319
201807011303_008,40,42,Passengership,283,323,238,280
201807011303_009,108,69,Passengership,250,358,232,301
201807011303_008,101,30,Ferry,368,469,242,272
201807011303_010,186,50,Ferry,217,403,241,291
201807011303_007,37,29,Passengership,336,373,239,268
201807011303_008,51,41,Passengership,330,381,232,273
201807011303_009,81,60,Passengership,363,444,228,288
201807011303_010,154,104,Passengership,58,212,212,316
201807011303_005,19,39,Sailboat,448,467,225,264
201807011303_006,30,42,Sailboat,546,576,225,267
201807011303_007,28,37,Sailboat,644,672,231,268
201807011303_008,41,69,Sailboat,759,800,210,279
201807011303_009,56,100,Sailboat,936,992,190,290
201807011303_010,107,145,Boat,981,1088,162,307
201807011303_008,42,75,Sailboat,668,710,192,267
201807011303_009,68,18,Motorboat,808,876,256,274
201807011303_010,82,23,Motorboat,760,842,258,281
201807011303_011,119,36,Motorboat,824,943,260,296
201807011303_012,74,212,Sailboat,1042,1116,91,303
201807011303_013,115,247,Sailboat,954,1069,54,301
201807011303_014,144,193,Sailboat,1050,1194,113,306
201807011303_010,30,140,Sailboat,426,456,132,272
201807011303_011,55,193,Sailboat,343,398,91,284
201807011303_012,99,305,Sailboat,348,447,1,306
201807011303_013,94,318,Sailboat,206,300,4,322
201807011303_014,64,47,Boat,183,247,286,333
201807011303_015,121,120,Miscboat,118,239,201,321
201807011303_013,39,29,Motorboat,409,448,258,287
201807011303_014,133,56,Motorboat,73,206,285,341
201807011303_013,59,113,Sailboat,865,924,167,280
201807011303_014,83,38,Motorboat,977,1060,253,291
201807011303_015,134,44,Motorboat,1062,1196,272,316
201807011303_016,31,30,Miscboat,510,541,239,269
201807011303_017,40,27,Miscboat,470,510,247,274
201807011303_018,60,46,Miscboat,323,383,246,292
201807011303_019,133,144,Miscboat,-2,131,199,343
201807011303_017,17,15,Miscboat,767,784,248,263
201807011303_018,24,16,Miscboat,748,772,248,264
201807011303_019,32,23,Miscboat,746,778,248,271
201807011303_020,36,27,Miscboat,721,757,252,279
201807011303_021,46,33,Miscboat,746,792,259,292
201807011303_017,18,16,Miscboat,782,800,248,264
201807011303_018,15,18,Miscboat,774,789,248,266
201807011303_019,25,21,Miscboat,772,797,246,267
201807011303_020,36,30,Miscboat,757,793,248,278
201807011303_021,48,37,Miscboat,797,845,253,290
201807011303_022,107,103,Miscboat,1021,1128,240,343
201807011303_017,59,117,Sailboat,784,843,132,249
201807011303_018,85,140,Sailboat,757,842,110,250
201807011303_019,94,169,Sailboat,761,855,81,250
201807011303_020,122,200,Sailboat,717,839,53,253
201807011303_021,167,252,Sailboat,714,881,7,259
201807011303_022,252,282,Sailboat,789,1041,1,283
201807011303_023,364,286,Sailboat,909,1273,24,310
201807011303_024,149,366,Sailboat,1132,1281,1,367
201807011303_025,294,194,Militaryship,945,1239,128,322
201807011303_026,154,160,Militaryship,1118,1272,193,353
201807011303_022,44,64,Militaryship,817,861,209,273
201807011303_023,57,70,Militaryship,880,937,207,277
201807011303_024,100,109,Militaryship,854,954,177,286
201807011303_023,43,43,Miscboat,942,985,244,287
201807011303_024,76,56,Miscboat,997,1073,251,307
201807011303_021,40,59,Cruiseship,723,763,202,261
201807011303_022,75,74,Cruiseship,780,855,190,264
201807011303_023,76,76,Cruiseship,835,911,188,264
201807011303_024,111,112,Cruiseship,772,883,160,272
201807011303_025,186,138,Cruiseship,774,960,140,278
201807011303_026,284,187,Cruiseship,783,1067,107,294
201807011303_027,435,343,Cruiseship,846,1281,1,344
201807011303_028,351,379,Cruiseship,928,1279,1,380
201807011303_029,139,317,Cruiseship,1133,1272,59,376
201807011303_026,50,31,Militaryship,730,780,235,266
201807011303_027,55,81,Militaryship,747,802,191,272
201807011303_028,78,99,Militaryship,754,832,179,278
201807011303_029,109,71,Militaryship,759,868,217,288
201807011303_030,141,179,Militaryship,747,888,121,300
201807011303_031,261,301,Militaryship,837,1098,39,340
201807011303_023,20,32,Militaryship,816,836,228,260
201807011303_024,31,39,Militaryship,731,762,226,265
201807011303_025,32,40,Militaryship,721,753,225,265
201807011303_026,30,37,Militaryship,698,728,226,263
201807011303_027,29,73,Militaryship,718,747,194,267
201807011303_028,41,88,Militaryship,715,756,184,272
201807011303_029,51,66,Militaryship,703,754,213,279
201807011303_030,73,129,Militaryship,674,747,153,282
201807011303_031,120,218,Militaryship,720,840,92,310
201807011303_032,379,346,Militaryship,867,1246,62,408
201807011303_029,43,53,Militaryship,665,708,216,269
201807011303_030,46,104,Militaryship,627,673,169,273
201807011303_031,66,129,Militaryship,657,723,153,282
201807011303_032,122,114,Militaryship,731,853,179,293
201807011303_033,217,286,Militaryship,826,1043,36,322
201807011303_034,311,415,Militaryship,968,1279,1,416
201807011303_035,102,84,Militaryship,1064,1166,225,309
201807011303_036,81,23,Militaryship,869,950,242,265
201807011303_037,82,24,Militaryship,745,827,241,265
201807011303_038,78,24,Militaryship,681,759,240,264
201807011303_039,85,45,Militaryship,427,512,223,268
201807011303_040,98,53,Militaryship,86,184,227,280
201807011303_039,6,7,Sailboat,775,781,250,257
201807011303_040,9,20,Sailboat,560,569,239,259
201807011303_041,9,30,Sailboat,496,505,230,260
201807011303_042,15,42,Sailboat,450,465,224,266
201807011303_043,31,94,Sailboat,201,232,193,287
201807011303_037,49,53,Militaryship,897,946,212,265
201807011303_038,28,56,Militaryship,851,879,206,262
201807011303_039,71,69,Militaryship,615,686,194,263
201807011303_040,82,84,Militaryship,332,414,186,270
201807011303_041,79,103,Militaryship,116,195,173,276
201807011303_042,3,16,Seamark,394,397,257,273
201807011303_043,5,30,Seamark,98,103,266,296
201807011303_038,10,35,Sailboat,1132,1142,232,267
201807011303_039,14,43,Sailboat,899,913,220,263
201807011303_040,25,71,Sailboat,577,602,195,266
201807011303_042,8,11,Seamark,319,327,256,267
201807011303_043,10,17,Seamark,87,97,261,278
201807011303_044,11,18,Seamark,19,30,266,284
201807011303_040,5,15,Seamark,676,681,247,262
201807011303_041,6,14,Seamark,559,565,246,260
201807011303_042,7,18,Seamark,502,509,248,266
201807011303_043,11,26,Seamark,309,320,248,274
201807011303_044,9,29,Seamark,283,292,250,279
201807011303_043,4,9,Seamark,422,426,249,258
201807011303_044,8,18,Seamark,462,470,244,262
201807011303_045,7,16,Seamark,372,379,248,264
201807011303_046,6,15,Seamark,433,439,246,261
201807011303_047,8,18,Seamark,395,403,244,262
201807011303_048,7,16,Seamark,393,400,246,262
201807011303_049,7,18,Seamark,328,335,248,266
201807011303_040,5,11,Seamark,499,504,247,258
201807011303_041,6,12,Seamark,361,367,244,256
201807011303_042,6,10,Seamark,297,303,251,261
201807011303_043,5,12,Seamark,123,128,254,266
201807011303_044,3,9,Seamark,132,135,257,266
201807011303_043,5,12,Seamark,256,261,254,266
201807011303_044,4,15,Seamark,249,253,256,271
201807011303_041,22,11,Miscboat,610,632,241,252
201807011303_042,24,12,Miscboat,576,600,242,254
201807011303_043,25,12,Miscboat,438,463,242,254
201807011303_044,28,13,Miscboat,490,518,243,256
201807011303_045,25,17,Miscboat,401,426,238,255
201807011303_046,33,14,Miscboat,472,505,241,255
201807011303_047,20,20,Miscboat,447,467,239,259
201807011303_041,26,10,Passengership,664,690,242,252
201807011303_042,29,11,Passengership,636,665,243,254
201807011303_043,32,12,Passengership,504,536,242,254
201807011303_044,32,13,Passengership,556,588,241,254
201807011303_045,32,15,Passengership,480,512,241,256
201807011303_046,43,21,Passengership,554,597,237,258
201807011303_047,41,16,Passengership,535,576,240,256
201807011303_041,15,11,Miscboat,648,663,242,253
201807011303_042,21,9,Miscboat,616,637,246,255
201807011303_043,17,8,Miscboat,488,505,246,254
201807011303_044,13,11,Miscboat,541,554,243,254
201807011303_045,17,12,Miscboat,458,475,244,256
201807011303_046,17,13,Miscboat,533,550,243,256
201807011303_047,14,13,Miscboat,514,528,245,258
201807011303_014,93,42,Motorboat,1137,1230,272,314
201807011303_020,76,33,Miscboat,929,1005,257,290
201807011303_023,95,57,Ferry,1182,1277,318,375
201807011303_038,67,31,Miscboat,177,244,236,267
201807011303_038,62,30,Miscboat,316,378,242,272
201807011303_047,13,11,Miscboat,484,497,248,259
201807011303_047,17,14,Miscboat,465,482,244,258
201807011303_007,53,45,Miscboat,147,200,247,292
201807011303_022,87,70,Miscboat,930,1017,273,343
201807011303_036,238,157,Cargoship,974,1212,193,350
201807011303_007,32,51,Sailboat,494,526,210,261
201807011303_008,33,59,Sailboat,548,581,204,263
201807011303_011,136,183,Sailboat,766,902,99,282
201807011303_012,103,296,Sailboat,1178,1281,46,342
201807011303_013,52,312,Sailboat,1228,1280,32,344
201807011303_014,66,202,Sailboat,1213,1279,135,337
201807011303_012,64,110,Sailboat,230,294,203,313
201807011303_034,53,67,Sailboat,461,514,181,248
201807011303_035,29,102,Sailboat,633,662,169,271
201807011303_041,40,139,Sailboat,198,238,147,286
201807011303_000,197,95,Passengership,57,254,219,314
201807011303_007,27,32,Passengership,369,396,235,267
201807011303_000,94,92,Motorboat,1096,1190,239,331
201807011303_003,155,116,Motorboat,105,260,238,354
201807011303_013,94,42,Miscboat,1102,1196,276,318
201807011303_013,52,36,Motorboat,300,352,268,304
201807011303_039,6,21,Seamark,498,504,249,270
201807011303_039,3,11,Seamark,856,859,253,264
201807011303_039,3,8,Seamark,754,757,249,257
201807011303_045,15,48,Seamark,17,32,253,301
201807011303_045,8,21,Seamark,54,62,261,282
201807011303_046,4,12,Seamark,120,124,250,262
201807011303_040,10,8,Miscellaneous,572,582,321,329
201807011333_000,194,50,Miscboat,1035,1229,220,270
201807011333_000,54,33,Miscboat,253,307,232,265
201807011333_001,59,32,Miscboat,34,93,240,272
201807011333_000,59,23,Passengership,565,624,242,265
201807011333_001,63,40,Passengership,183,246,241,281
201807011333_002,38,18,Miscboat,136,174,252,270
201807011333_001,36,19,Miscboat,102,138,252,271
201807011333_002,60,35,Miscboat,8,68,238,273
201807011333_000,30,64,Militaryship,932,962,208,272
201807011333_001,56,81,Militaryship,836,892,198,279
201807011333_002,79,61,Militaryship,969,1048,232,293
201807011333_003,148,157,Militaryship,940,1088,157,314
201807011333_000,50,42,Passengership,418,468,216,258
201807011333_001,71,59,Passengership,218,289,207,266
201807011333_002,67,30,Passengership,221,288,234,264
201807011333_003,57,36,Passengership,1,58,239,275
201807011333_001,13,13,Motorboat,664,677,249,262
201807011333_002,12,15,Motorboat,729,741,249,264
201807011333_003,18,20,Motorboat,561,579,246,266
201807011333_004,19,22,Motorboat,646,665,251,273
201807011333_005,32,32,Motorboat,406,438,251,283
201807011333_002,49,72,Sailboat,793,842,196,268
201807011333_003,49,78,Sailboat,642,691,189,267
201807011333_004,79,108,Sailboat,738,817,169,277
201807011333_005,74,150,Sailboat,576,650,140,290
201807011333_007,69,30,Miscboat,829,898,252,282
201807011333_008,83,34,Miscboat,1177,1260,270,304
201807011333_007,8,20,Seamark,135,143,252,272
201807011333_008,9,22,Seamark,307,316,255,277
201807011333_009,17,32,Seamark,72,89,262,294
201807011333_010,6,22,Seamark,1247,1253,273,295
201807011333_011,9,22,Seamark,776,785,252,274
201807011333_012,13,31,Seamark,898,911,252,283
201807011333_013,17,45,Seamark,898,915,254,299
201807011333_014,32,104,Seamark,1032,1064,254,358
201807011333_016,4,13,Seamark,367,371,257,270
201807011333_017,36,85,Sailboat,264,300,180,265
201807011333_018,14,26,Seamark,142,156,252,278
201807011333_016,11,55,Sailboat,445,456,213,268
201807011333_017,4,9,Seamark,683,687,252,261
201807011333_018,3,11,Seamark,701,704,253,264
201807011333_019,3,10,Seamark,640,643,255,265
201807011333_020,3,9,Seamark,602,605,256,265
201807011333_021,6,13,Seamark,582,588,253,266
201807011333_022,5,12,Seamark,607,612,255,267
201807011333_023,11,22,Seamark,587,598,249,271
201807011333_024,10,20,Seamark,514,524,251,271
201807011333_025,7,20,Seamark,514,521,253,273
201807011333_026,7,23,Seamark,488,495,254,277
201807011333_027,17,30,Seamark,432,449,252,282
201807011333_028,13,46,Seamark,406,419,247,293
201807011333_029,23,70,Seamark,284,307,243,313
201807011333_016,4,12,Seamark,800,804,263,275
201807011333_017,7,19,Seamark,827,834,258,277
201807011333_018,15,26,Seamark,906,921,262,288
201807011333_019,15,41,Seamark,951,966,260,301
201807011333_020,27,73,Seamark,1155,1182,270,343
201807011333_017,4,11,Seamark,669,673,252,263
201807011333_018,4,12,Seamark,685,689,253,265
201807011333_019,11,21,Seamark,618,629,252,273
201807011333_020,6,15,Seamark,577,583,257,272
201807011333_021,12,24,Seamark,546,558,250,274
201807011333_022,8,28,Seamark,555,563,253,281
201807011333_023,13,38,Seamark,502,515,253,291
201807011333_024,24,60,Seamark,349,373,251,311
201807011333_025,36,118,Seamark,123,159,248,366
201807011333_028,3,12,Seamark,556,559,260,272
201807011333_029,9,23,Seamark,539,548,255,278
201807011333_030,7,28,Seamark,524,531,258,286
201807011333_031,6,30,Seamark,454,460,266,296
201807011333_032,15,46,Seamark,254,269,267,313
201807011333_033,96,31,Cargoship,520,616,224,255
201807011333_034,95,33,Cargoship,423,518,215,248
201807011333_035,86,39,Cargoship,274,360,213,252
201807011333_036,72,53,Cargoship,298,370,198,251
201807011333_037,82,64,Cargoship,288,370,190,254
201807011333_038,91,72,Cargoship,298,389,177,249
201807011333_039,119,95,Cargoship,153,272,163,258
201807011333_040,166,110,Cargoship,130,296,144,254
201807011333_041,56,99,Cargoship,4,60,163,262
201807011333_049,17,52,Sailboat,665,682,202,254
201807011333_050,34,68,Sailboat,657,691,186,254
201807011333_051,27,68,Sailboat,582,609,186,254
201807011333_052,33,75,Sailboat,417,450,184,259
201807011333_053,41,97,Sailboat,270,311,168,265
201807011333_054,37,117,Sailboat,283,320,151,268
201807011333_055,67,142,Sailboat,125,192,129,271
201807011333_056,49,165,Sailboat,0,49,120,285
201807011333_051,25,80,Sailboat,681,706,190,270
201807011333_052,13,59,Sailboat,721,734,208,267
201807011333_053,11,46,Sailboat,641,652,218,264
201807011333_054,13,42,Sailboat,743,756,225,267
201807011333_055,8,34,Sailboat,693,701,225,259
201807011333_052,5,4,Boat,458,463,254,258
201807011333_053,7,6,Boat,325,332,255,261
201807011333_054,12,7,Boat,340,352,258,265
201807011333_055,11,6,Boat,209,220,259,265
201807011333_056,15,11,Boat,76,91,267,278
201807011333_006,162,297,Sailboat,3,165,32,329
201807011333_007,42,179,Sailboat,1193,1235,142,321
201807011333_044,8,30,Sailboat,487,495,223,253
201807011333_049,65,138,Sailboat,153,218,158,296
201807011333_050,40,104,Sailboat,566,606,172,276
201807011333_007,84,36,Miscboat,940,1024,260,296
201807011333_007,37,22,Miscboat,1119,1156,280,302
201807011333_000,15,26,Seamark,109,124,253,279
201807011333_005,19,49,Seamark,992,1011,276,325
201807011333_016,2,7,Seamark,426,428,256,263
201807011333_016,3,10,Seamark,681,684,257,267
201807011333_020,6,12,Seamark,133,139,258,270
201807011333_001,22,15,Miscboat,77,99,257,272
201807011333_002,24,22,Miscboat,45,69,253,275
201807011333_002,54,22,Miscboat,74,128,251,273
201807011333_002,32,15,Miscboat,183,215,253,268
201807011403_007,4,14,Seamark,684,688,259,273
201807011403_008,5,17,Seamark,326,331,259,276
201807011403_009,10,23,Seamark,289,299,260,283
201807011403_010,9,30,Seamark,137,146,265,295
201807011403_007,7,18,Seamark,986,993,264,282
201807011403_008,10,24,Seamark,684,694,255,279
201807011403_009,13,38,Seamark,760,773,254,292
201807011403_010,22,64,Seamark,852,874,254,318
201807011403_011,37,174,Seamark,1103,1140,245,419
201807011403_010,4,17,Seamark,763,767,254,271
201807011403_011,4,16,Seamark,725,729,254,270
201807011403_012,9,22,Seamark,389,398,258,280
201807011403_013,8,28,Seamark,194,202,263,291
201807011403_009,32,36,Sailboat,908,940,237,273
201807011403_010,23,43,Sailboat,817,840,232,275
201807011403_011,42,79,Sailboat,604,646,207,286
201807011403_009,5,15,Seamark,1076,1081,260,275
201807011403_010,5,17,Seamark,1134,1139,261,278
201807011403_011,6,19,Seamark,1159,1165,257,276
201807011403_012,9,24,Seamark,940,949,256,280
201807011403_013,10,32,Seamark,985,995,257,289
201807011403_014,18,61,Seamark,1108,1126,257,318
201807011403_012,32,35,Sailboat,962,994,232,267
201807011403_013,20,38,Sailboat,965,985,229,267
201807011403_014,25,48,Sailboat,940,965,226,274
201807011403_015,28,43,Sailboat,791,819,224,267
201807011403_016,36,46,Sailboat,753,789,224,270
201807011403_017,32,41,Sailboat,733,765,226,267
201807011403_018,23,42,Sailboat,772,795,228,270
201807011403_019,22,40,Sailboat,748,770,232,272
201807011403_020,29,62,Sailboat,859,888,216,278
201807011403_021,27,57,Sailboat,913,940,221,278
201807011403_022,23,47,Sailboat,928,951,224,271
201807011403_023,18,62,Sailboat,939,957,209,271
201807011403_024,26,16,Passengership,885,911,256,272
201807011403_015,6,13,Seamark,828,834,257,270
201807011403_016,7,14,Seamark,776,783,258,272
201807011403_017,5,19,Seamark,723,728,256,275
201807011403_018,11,27,Seamark,735,746,257,284
201807011403_019,13,38,Seamark,705,718,261,299
201807011403_020,24,76,Seamark,836,860,256,332
201807011403_021,53,187,Seamark,1072,1125,259,446
201807011403_016,10,6,Sailboat,732,742,260,266
201807011403_017,17,23,Sailboat,597,614,244,267
201807011403_018,13,19,Sailboat,516,529,253,272
201807011403_019,19,36,Sailboat,341,360,246,282
201807011403_020,20,53,Sailboat,251,271,233,286
201807011403_021,35,72,Sailboat,77,112,234,306
201807011403_012,127,39,Cargoship,986,1113,224,263
201807011403_013,164,36,Cargoship,884,1048,227,263
201807011403_014,169,35,Cargoship,781,950,224,259
201807011403_015,184,40,Cargoship,550,734,222,262
201807011403_016,189,37,Cargoship,448,637,227,264
201807011403_017,177,37,Cargoship,342,519,225,262
201807011403_018,193,38,Cargoship,273,466,225,263
201807011403_019,173,39,Cargoship,167,340,230,269
201807011403_020,185,44,Cargoship,172,357,217,261
201807011403_021,183,44,Cargoship,147,330,225,269
201807011403_022,161,47,Cargoship,44,205,215,262
201807011403_023,41,50,Cargoship,5,46,210,260
201807011403_019,52,9,Miscboat,417,469,263,272
201807011403_020,57,10,Miscboat,551,608,262,272
201807011403_021,62,10,Miscboat,605,667,262,272
201807011403_022,60,21,Miscboat,625,685,249,270
201807011403_023,65,15,Miscboat,630,695,256,271
201807011403_024,71,16,Miscboat,683,754,258,274
201807011403_025,74,21,Miscboat,644,718,259,280
201807011403_026,80,20,Miscboat,578,658,260,280
201807011403_027,73,18,Miscboat,516,589,264,282
201807011403_028,77,19,Miscboat,681,758,261,280
201807011403_029,88,19,Miscboat,752,840,263,282
201807011403_030,93,25,Miscboat,927,1020,265,290
201807011403_031,90,29,Miscboat,851,941,261,290
201807011403_032,87,35,Miscboat,1017,1104,266,301
201807011403_033,125,45,Miscboat,901,1026,262,307
201807011403_034,187,61,Miscboat,970,1157,271,332
201807011403_035,148,122,Miscboat,1118,1266,247,369
201807011403_026,51,22,Passengership,394,445,258,280
201807011403_027,75,38,Passengership,90,165,257,295
201807011403_016,17,30,Cruiseship,695,712,233,263
201807011403_017,20,31,Cruiseship,616,636,231,262
201807011403_018,20,31,Cruiseship,601,621,230,261
201807011403_019,23,33,Cruiseship,522,545,234,267
201807011403_020,23,36,Cruiseship,586,609,228,264
201807011403_021,24,39,Cruiseship,590,614,227,266
201807011403_022,25,42,Cruiseship,511,536,222,264
201807011403_023,27,43,Cruiseship,404,431,222,265
201807011403_024,30,47,Cruiseship,322,352,220,267
201807011403_025,32,59,Cruiseship,145,177,223,282
201807011403_021,5,13,Seamark,910,915,264,277
201807011403_022,7,16,Seamark,890,897,259,275
201807011403_023,7,26,Seamark,857,864,256,282
201807011403_024,12,35,Seamark,871,883,259,294
201807011403_025,18,68,Seamark,855,873,258,326
201807011403_026,40,183,Seamark,939,979,241,424
201807011403_025,26,14,Passengership,1073,1099,261,275
201807011403_026,24,12,Passengership,931,955,255,267
201807011403_027,48,19,Passengership,765,813,253,272
201807011403_028,65,17,Passengership,792,857,254,271
201807011403_029,89,30,Passengership,672,761,244,274
201807011403_030,161,54,Passengership,396,557,241,295
201807011403_026,4,15,Seamark,769,773,260,275
201807011403_027,7,19,Seamark,668,675,260,279
201807011403_028,8,32,Seamark,806,814,253,285
201807011403_029,7,29,Seamark,850,857,256,285
201807011403_022,65,22,Militaryship,1177,1242,252,274
201807011403_023,90,34,Militaryship,1140,1230,243,277
201807011403_024,105,39,Militaryship,1146,1251,241,280
201807011403_025,70,58,Militaryship,1109,1179,221,279
201807011403_026,101,58,Militaryship,1004,1105,215,273
201807011403_027,98,56,Militaryship,938,1036,219,275
201807011403_028,126,80,Militaryship,1100,1226,200,280
201807011403_029,89,69,Militaryship,1184,1273,220,289
201807011403_027,6,16,Seamark,629,635,267,283
201807011403_028,7,18,Seamark,762,769,268,286
201807011403_029,8,20,Seamark,803,811,276,296
201807011403_030,21,53,Seamark,964,985,282,335
201807011403_031,14,55,Seamark,868,882,259,314
201807011403_030,33,13,Passengership,601,634,267,280
201807011403_031,44,20,Passengership,284,328,267,287
201807011403_032,68,27,Passengership,33,101,276,303
201807011403_037,29,23,Cargoship,371,400,255,278
201807011403_038,42,59,Cargoship,261,303,234,293
201807011403_039,94,87,Cargoship,36,130,229,316
201807011403_040,80,63,Militaryship,81,161,232,295
201807011403_041,110,148,Militaryship,137,247,151,299
201807011403_042,169,192,Militaryship,177,346,120,312
201807011403_043,244,208,Militaryship,10,254,159,367
201807011403_043,90,80,Militaryship,301,391,215,295
201807011403_044,201,282,Militaryship,8,209,65,347
201807011403_044,81,150,Militaryship,219,300,155,305
201807011403_042,22,53,Cruiseship,380,402,222,275
201807011403_043,55,73,Cruiseship,423,478,199,272
201807011403_044,94,97,Cruiseship,345,439,181,278
201807011403_045,154,203,Cruiseship,261,415,89,292
201807011403_046,350,215,Cruiseship,46,396,105,320
201807011403_047,233,311,Cruiseship,8,241,38,349
201807011403_045,8,4,Boat,614,622,265,269
201807011403_046,14,7,Boat,671,685,265,272
201807011403_047,13,6,Boat,617,630,268,274
201807011403_048,13,8,Boat,554,567,266,274
201807011403_046,36,45,Militaryship,385,421,237,282
201807011403_047,87,84,Militaryship,230,317,212,296
201807011403_048,82,124,Militaryship,1,83,192,316
201807011403_045,43,59,Militaryship,423,466,218,277
201807011403_046,51,46,Militaryship,428,479,232,278
201807011403_047,72,86,Militaryship,326,398,208,294
201807011403_048,159,144,Militaryship,83,242,171,315
201807011403_049,175,163,Militaryship,4,179,174,337
201807011403_047,18,30,Militaryship,397,415,254,284
201807011403_048,39,28,Militaryship,243,282,263,291
201807011403_049,61,49,Militaryship,198,259,254,303
201807011403_047,31,18,Miscboat,418,449,263,281
201807011403_048,46,26,Miscboat,284,330,262,288
201807011403_049,65,33,Miscboat,278,343,264,297
201807011403_050,146,77,Miscboat,5,151,257,334
201807011403_047,28,9,Ferry,503,531,262,271
201807011403_048,29,15,Ferry,433,462,258,273
201807011403_049,26,14,Ferry,512,538,259,273
201807011403_050,31,23,Miscboat,484,515,258,281
201807011403_051,35,24,Miscboat,415,450,266,290
201807011403_052,94,32,Miscboat,236,330,276,308
201807011403_053,36,51,Miscboat,44,80,264,315
201807011403_048,43,16,Ferry,649,692,262,278
201807011403_049,47,19,Ferry,637,684,256,275
201807011403_050,50,27,Passengership,434,484,260,287
201807011403_051,82,26,Passengership,321,403,272,298
201807011403_051,28,82,Sailboat,453,481,191,273
201807011403_052,30,96,Sailboat,419,449,177,273
201807011403_053,42,127,Sailboat,387,429,152,279
201807011403_054,51,171,Sailboat,301,352,117,288
201807011403_055,133,273,Sailboat,178,311,33,306
201807011403_043,28,104,Sailboat,485,513,161,265
201807011403_044,56,125,Sailboat,447,503,142,267
201807011403_045,56,145,Sailboat,467,523,122,267
201807011403_046,93,185,Sailboat,491,584,88,273
201807011403_047,121,198,Sailboat,394,515,75,273
201807011403_048,96,245,Sailboat,325,421,35,280
201807011403_049,183,276,Sailboat,307,490,10,286
201807011403_050,365,293,Sailboat,82,447,14,307
201807011403_051,320,336,Sailboat,1,321,1,337
201807011403_047,11,21,Miscboat,621,632,250,271
201807011403_048,12,23,Miscboat,563,575,248,271
201807011403_049,13,25,Miscboat,664,677,246,271
201807011403_050,14,19,Miscboat,684,698,252,271
201807011403_051,17,8,Miscboat,662,679,264,272
201807011403_052,22,18,Miscboat,676,698,258,276
201807011403_053,28,31,Miscboat,718,746,252,283
201807011403_054,41,57,Miscboat,753,794,235,292
201807011403_055,57,54,Miscboat,943,1000,259,313
201807011403_053,10,8,Motorboat,476,486,266,274
201807011403_054,25,18,Motorboat,393,418,271,289
201807011403_055,68,59,Motorboat,2,70,302,361
